# Extent Types ...
<ExtentType name="DataSeries: ExtentIndex">
  <field type="int64" name="offset" />
  <field type="variable32" name="extenttype" />
</ExtentType>

<ExtentType name="DataSeries: XmlType">
  <field type="variable32" name="xmltype" />
</ExtentType>

<ExtentType name="complex test type">
  <field type="bool" name="bool" />
  <field type="bool" name="null_bool" opt_nullable="yes"/>
  <field type="byte" name="byte" />
  <field type="byte" name="null_byte" opt_nullable="yes"/>
  <field type="int32" name="int32" />
  <field type="int32" name="null_int32" opt_nullable="yes"/>
  <field type="int64" name="int64" />
  <field type="int64" name="null_int64" opt_nullable="yes"/>
  <field type="double" name="double" />
  <field type="double" name="null_double" opt_nullable="yes"/>
  <field type="double" name="base_double" opt_doublebase="100000"/>
  <field type="variable32" name="variable32" />
  <field type="variable32" name="null_variable32" opt_nullable="yes"/>
</ExtentType>
# Extent, type='complex test type'
bool null_bool byte null_byte int32 null_int32 int64 null_int64 double null_double base_double variable32 null_variable32
F null 17 null 907469053 null 3074135577074238653 null 0.0358823897 0.110719271 574036.839 09DB9D4C459B14D749BAF059EBE4F5BE null
T null 113 null 1963363469 1988481817 -1837989618554420220 7436809582318619035 0.776257975 null 92720.7677 A0F3CEE6E487A8C444E2790B4D702ABB null
T null 128 210 -1849385839 null 8888468203241440873 null 0.0563710578 null -63707.47 4A6A99343B619DCF43CFC3516BC2E333 37DFDD89DDC2B95CA7BC4C88158E6171
F T 203 null 2058918990 1565078723 8365030956973223762 null 0.744229564 null 345164.065 0742555F3474C44B06CC5F23B099557E 30B5BE098337DDA25ED52E478D4676CE
F null 9 null 662638230 -153935220 -2365607834025638876 4446795630776670649 0.442691328 null 411669.253 698B38E2360B230D5EFB3BBB4E6EA930 null
F T 204 null -1128056873 null 7574478319389134523 6865362312693470096 0.309416405 0.472330958 525579.599 39CB56AEDAA53FFED16449900C19B02A 560CB0A1160FE6D89C479BB3D597F03A
T null 211 247 1159333500 null 5729615489671922937 null 0.181201313 0.61622105 225268.096 394CDCCBD6E749930C374A5833ABB6AC C8B82A6BCE249CFA690ABBD38B1D399E
T null 224 50 -1644247989 1827580023 -1290751923169711442 -381370887845611460 0.240383885 null 193566.211 9BAF3CCE50817F429FBD7D7F3B7A3AF2 20A95C3E4C7F9177796F52E559EF7C5F
T null 16 108 1151320715 null -8069846970742306132 -6341791345263715500 0.179511956 null -69938.7205 AA562BCE2181B04DA65079A5EC392B91 null
T T 185 null -1291976801 -1560726465 7117439018623630447 null 0.346193965 0.638076385 293966.647 217F4DD281C2CBF59BBAA410ED66FEA3 null
T F 246 1 -1985122044 null 7197669180760257016 null 0.679033771 0.698399956 402235.321 4021C4015FF8042000FBB87B1147B66B null
T null 213 null 1093855336 1999660385 137523398731038169 null 0.784211193 null 663857.737 DEC5E6EFCC008661900DD9FB1D73C2AC null
F T 214 227 47501329 null -6595838820782536113 6909315553714532990 0.0567390917 0.941927798 874837.799 E20402C8378EEC49313889BF7336FF8F A9425B56DF70EC82CC6ABB1FC8AC47FA
T F 38 null -1951884801 null -8970381440125436830 null 0.488369004 null 34721.3516 A75FAC4F2C2EFA28A9067DEC1AC58B31 A9AFF93AB6E398A9C2D4F2A4BD2E8D6C
T null 52 209 -223848890 null 441763679328781005 -7383048383886499236 0.69480221 0.950353532 411290.873 6737617D28B8FE6668C3075DEF85E5AB BABF1173633BA4BEAE6C7A06A4487A43
F T 25 39 -1596445100 null 8820815681674084064 null 0.5780526 0.107317142 698872.072 114DBF3AC10F64F9B465267C991C60CA null
F F 4 43 -2107841199 null 2414381456502421943 null 0.690951622 null 632440.82 D86A70D3C65D9E5A2E1D8A06B88C36F8 null
F T 254 64 -65633743 null -2611367075303168150 null 0.734218445 0.457456855 -10507.7149 3FA2EE3F9E228A52C92CC16D2B39A4F6 null
T null 241 null 960041395 null 648225214048087282 null 0.731529802 null 858053.372 5A3063E88FC71C12E8327D35AE71F0FD 00DD1EEE42816B024099423BE07228E6
F null 210 null 367031923 -839030677 2399802375835791316 null 0.346410133 null 86673.4805 D64CBAAF1575D7591480745F32777017 null
T F 58 51 1861837435 -101665299 8821261233635154454 null 0.436467402 0.911379133 765284.442 A4704E3E3D8FFE7717C26464BD6493F7 null
F F 106 73 603673042 null 4381031349734914153 null 0.101801967 null 487817.047 F409D536719A6FE94A1AF2AD57400056 null
T null 63 50 2053114366 1649041109 -6281781332007992306 -4859368053063415748 0.0513034451 0.499737927 412856.917 AC482BFEBBBEA9B45F904BAEC35933E4 null
F null 176 null 226105333 null -5695119148545339879 745587522822512357 0.221003509 null 186371.287 E216CEEED5FF170796FF7B947D32E58C null
F null 218 null 1025129819 574178682 3686929361354131485 null 0.649012029 null 166046.402 E591697AD6E2DA000258D48768E52B43 88AFE071405C0F5F07C22428DBF339B6
F null 79 191 684225352 1285574764 -7278451972694202655 null 0.00892863166 0.0149180293 541832.856 219C40C0C75471B0B8119BF2A07923BD D38CA99A78D509E23CA6C2C7961F987B
T null 69 null -941356525 2142899858 1112890761670825926 898430389461588609 0.246822346 null 20823.9343 D53DDD7BF5A76D4630D66477DCCADE8D null
F F 193 null -337282814 null 5887625248281272231 -7387114740514923454 0.836898554 null 602346.768 01BF0E5A31E19B0CE58202238EBD7651 649BF9C85F79D04FBD23F67EC1ED5E7B
F F 74 184 2081488094 -526446000 -2695001024519200118 null 0.132815832 null 491285.468 683D8AAD47B22AA7755A37F50AC9FD8A 2AA697B87923103FFF32AE95A595FD33
T F 230 30 -448140327 1197390740 8074482690851306565 null 0.568768715 null 1528.03444 FE60EC2948C699FDD18184FDDA598F1C null
T null 50 null -680391006 null 6036298310236250530 null 0.970039174 null -60980.01 FDE7548386326DA11E01E2D2D4AFDF9B 7327F207CD335C5EEA1B84F7B75FC899
F F 14 100 2039940628 null -2062270344710071322 null 0.402845113 null 360337.104 ECBFD24383A989AB181D7344524F1247 null
F T 248 null -827320820 null -8552351507968261558 null 0.978336817 null 99504.0967 2A92AF4A5D998FAA2DC73A269301E868 DB5B5A090E902AC023B6B128622F0C2A
T T 243 23 1293366567 -1267623142 5292473618878614197 8664709886388422331 0.177108888 null 848278.177 B2869EB81AA6E5819FCCC4E45BB84E79 55646B5D08EC5F41FE49040DCAD2800B
T F 100 112 -1782969286 -35965414 4342046814347824273 -4016864777623496198 0.363198856 0.6481529 240533.9 104FAF34D47C4DFB32174F2604A10763 null
F F 101 46 -1722534880 71295473 6522271489781885768 null 0.420601453 null 44149.1589 3D7E45514EFA9D249CC26272CCF1B4A2 null
F T 52 null -1868352787 null -113668352119896475 5775643231613911705 0.512138051 null -37033.6979 B013063C3C8ACE470F3DCE3CB8B87DF7 860A45260FFC1F5887FDA320C9AB11F7
T T 39 46 -899736389 -1703647056 556795882148564539 -3126884463560696063 0.531135894 0.715025229 238893.556 8A13C3393709DA370D10582DF21CD9CE F2A553A67329FCAADCE66781D7BC8BA9
T F 173 184 2008083241 -2005118990 2252366684697503892 -114119928635826823 0.392012516 null 712338.092 A865989DCB85B35B0F09B69EEC974BB1 null
F T 148 null 1160169178 583633411 7422403901945792408 null 0.912762927 null 562326.886 9260486BEFD8BE874E3E353944CACA4A D49DB3D8ACA532C4E7CAAD8230E30791
T null 71 172 1503631810 -1428604738 5687138845569460444 null 0.762849914 null -82288.6612 6744F7360615F8359E491390DDF9DD21 null
T null 153 null -986270189 -308505746 4757420509460315716 null 0.317219835 0.755054332 724755.11 92D86EE8D1B08255B07D32E914867007 46DCA86E5C94DCA4C56B1A1DFFEDBCC9
F null 76 null -196399620 -1138249004 9060744226222812950 -4061482828821756862 0.218739028 0.231884392 70164.4403 66316806864B2E8DE93EDB413A43A7AD null
F F 103 107 -650931839 null -4032076164144150884 null 0.0939256057 0.59792636 66291.3894 4F81DE0825800ADE30DA13150C81131B CBA6BA0529ECE1F5F261D51515A892C3
T T 23 127 1067652740 -2093002330 7235921778071605768 7068282019431172343 0.482353283 0.904139062 453715.38 7AAA4CFCF54C274F712903620CAED2BE C0016F3AD46815A7BD94F526F073BF7D
T T 68 null -1514776232 null -6365125208032253851 null 0.536634578 null 643642.558 704042F9FEEF045531C18F30FD14FF68 null
F null 131 null -1625439174 null -2399002507655099261 null 0.687874156 0.783574175 873304.881 90352F6FAE4BE0074D539E602F9C393C null
T null 249 null -1855853384 -15431110 5226279028010549058 null 0.8018591 0.760189868 656600.514 25B619FD10C49348EB795F5D7AA5145F 068707008A38BF926A91408165CC02EC
T F 10 null 1598240637 -1067714417 -8519838863401494675 null 0.586636551 null 537410.264 68E34466100ABB73865E3150559209AC 9331307790936557270CCF15A100A89C
T T 197 null 2053079491 -1180438164 7514471327296667071 5296982601533930160 0.459700643 0.50975413 648507.586 7A9388169AD7A34492B9FA895DA2B4CD null
F T 228 125 981261090 -2074500416 1508383714172635996 null 0.61598209 null 192725.715 0EDACA09816927015FDF006124DE0557 59099C0C1AA828361B5B9B9322B557E7
T null 117 30 1581373598 -115255262 7009527311521335438 2931754354147122733 0.552933926 null 276607.577 CA864747DFA06C79EC3057CBE361695D null
T F 162 190 -876276560 1538797728 -8956627367005197615 -8204179281103474629 0.0379969454 null 209167.271 92676AD9958C5765DA4A425FC3FC056B 6EC8657930298A5450B0F6777F7D06C4
F null 142 54 1980732348 null -2932420094181714806 null 0.962081152 0.882085289 25912.708 3253ABF12288CB054680B229DB8BD63B 4ECC42B5EADA00CBA112DA6EB229C8D1
F null 155 null 163865792 null 2986693007996949712 null 0.864109755 null 272349.912 98F46FB1B780C32EA8DC9941DCB4895D null
F T 174 166 -603074481 null 8002939706462414718 2301064354409832708 0.553618082 null -91954.4069 5073D611900D6F08F8AA39F8DB8474F1 D1B013898934524706B5B4B807AD36E6
F null 68 87 -1961266975 -1845788029 7012644700103987724 null 0.442829824 null -28431.1787 1933D654231F00E74C254B454409DFB5 null
F null 95 null -19967205 1975471483 -3266482923869054911 2282782893937795215 0.352959051 null 280489.022 CE69792EE9C45AA93FB4E1F0D43913BF null
T null 172 null 1297722255 624383779 -8052344867830486375 8180409217636368086 0.581399744 null 705152.351 9661A8EC111E4EA4D5352D3ACE45D971 FA0BE120C5A92A78B8D3DBCFE418476F
T null 35 124 296731488 null 1743409085422082239 7162699279221371456 0.928572106 0.939877979 324786.142 91C9AE7318D0CD2F8C608B65D575DC63 null
F null 171 101 434717878 -1561153221 -5745778205840452261 6687473874634398886 0.0597327852 0.86178203 899649.942 FCCC6DD82205A1D41D7734047A931716 null
F null 33 null 1774518158 null -1482108796427523567 -57269173208023858 0.812057165 null 453155.225 25EA5027085A6B162B2388CF3F898F6F null
F T 176 27 -735033940 -1239558832 -4926182925306374497 -6006578823059336811 0.0144357936 0.221124144 31646.7982 A8BFACB5929297C3A68ED6161EC44FC4 null
T T 93 null -2027725637 564644116 -4476096439752599911 null 0.803738547 0.720411266 90486.0722 8D9488967C6A136679078DD137739F50 null
T null 51 31 -193778480 null -4273989420371613588 -7828734693428887624 0.0573242382 0.779195783 855944.822 1B6AEEBFD2EA0E3373012D95D06E7759 null
F F 227 null -722658994 null 3185948976726748979 1940193991093170352 0.421340187 0.406599118 705597.743 AFEE6183B095A6A15221777740CEDDF7 null
T null 176 252 733518570 null 939648415590360232 null 0.57385382 null 400340.999 D0ED2AE54C5127FE1F6DB776EA2B9B03 null
F F 77 null 765595980 -1139918121 -8832759781348134096 4956008815356307020 0.217015874 0.735642368 64694.9231 D0B25211B5C54854F1962ECD063F4885 745B47EAD46E457F5A89BA3564ADC251
F F 35 156 425152365 -2013450491 8746053975613669608 null 0.800064115 0.749641989 360818.11 0F93CBFE5A950E305ABE80FBED56EC09 null
F null 21 null -700320736 530312156 -5891344339694961264 -7812451743354597616 0.095196896 null 179339.87 B356B22C2EDC2331545D2EE982A0F8C7 null
F null 118 244 437613951 -819943918 2480496496514562623 4240596311242903782 0.0699187397 null 584728.578 32D5AE2314842B67EDA4E9E7C4FE54FB C7CBF523E776A37C8D7577CD90DF719F
T null 252 null 221746949 -355591366 3098663717082117956 null 0.562380168 null 329141.317 ECC743D47A2F95DB06082FD28430320E null
F T 60 null 469144623 -1717467192 -6468538955721359019 null 0.660038644 0.316764771 -50586.0345 A62E6CF30EA7039E17E175BDA9E5CD6D null
F F 160 155 1128435316 605941977 -7194967661968663669 null 0.024450931 null 228772.789 98EE2609F6D7BCBCD341DEE358F3DC7A null
F F 155 null -64455020 162475288 -4102976333468555574 6836952185867327802 0.667966197 null 788220.782 1E8480D16D6F6B6AD8C5AEA1712CDEB6 86B8C722DC12753463579BFA4A6E44AA
T null 80 null -1136429914 1575167097 2667915942599505334 null 0.99616766 0.757883067 250803.775 E9A46C040EA277D919F7C99AA909462D null
T null 169 49 1435561395 null -7693359269855702342 -130763059339516043 0.00694898203 null 482015.006 41A706181878D3D875D70A8A38122336 null
T null 98 80 792254604 null 484385597802390585 -2172607004628742552 0.818049796 0.466506865 165993.306 232E3276FBC7DC81DF3BEC2DD18E00C0 null
T F 30 null 1367683356 -234686031 4510133662864516132 null 0.398736029 0.803042287 146823.456 BC4636B88FE7DE5BD1906F1EBDBEE62C 0C5F9BD1F01468F79A74213406BE5D92
T T 75 201 -2014111315 null -6972003892553988356 127030498487722952 0.0672398623 null 784617.803 2915F5ECACF17F40781F08EB6F0B6661 null
T null 53 null -1089845140 -1096087835 7497078443900035631 null 0.444694291 0.983970826 3327.99224 E819C52EB9F78411D72D37D1FFDAA970 4FF3668C3E0738217E62422E5BFD625A
F null 238 null -179392774 null 2468697637818119111 null 0.79486854 null 160032.14 5429361935566BB0086F3DA5BB93B806 34CE07EA7CBF651D0449838B8514DD27
F null 142 null -2013922895 2052347103 2860040813867133532 null 0.618620367 null -36321.9656 BB04EFF262DCFCFB23ABF4178C629314 null
T null 34 5 514736124 -166134092 424186331592678806 -5082202278473076461 0.275344096 null 704809.592 F5CABF30889B151D5A8894C8AEADB0AE 7C99ABC7934FD64B883EBDC060AC7BC1
F T 170 254 -150749130 -609894989 -1738039681653956623 5164128054332534085 0.582703081 0.285572351 430400.907 E93F853896D4D2ADEB730341A2FA099A 78EC1313257D3B65053402DD8BD82E85
T null 192 null -121803454 946119057 2431389888113307944 null 0.109137553 null 673092.023 BDA6E007BAB560B723C6FD333DA852A0 null
T T 224 90 1080077961 null 931574134534594411 892032381316333963 0.610080157 0.300375008 724736.775 C4F222D8DC0D6F62B186CD81AB9F2EEB null
F null 81 45 -1096403466 null -2399611303193851471 8562411197766877081 0.972026329 null 361111.056 ED37978C3B69B7D27003AB92CC3F18C0 94F57990FA1E9EF7D8A8AA612F29F664
T F 143 null 166171831 1967767877 5279418134774851977 null 0.575978189 0.543021908 730490.299 EC73B1096591355E4D07CF5089667B98 null
F null 62 null 515637619 null 251591717023997583 null 0.0864154509 null 186136.536 877C19A85B85D064CFAE3290416A61C8 2AE3440C7C043A46EF6D00FD719C5E6B
F null 177 231 -1937185396 null -6670254710920468970 -9074552837885902628 0.669905063 0.270192828 213289.902 80BB1BF6A5E94F3C6B1FDB76A4437446 23223F790BD3F30656FABA92449008FC
T null 227 143 -1002361387 null 2098135620873521894 null 0.628689746 null 89647.4955 FD8D09D16E0349C28DC4FAFE243E5CCA null
T null 173 132 981654248 null 85323701775576818 null 0.0919940202 0.976828292 579439.059 7E7D05789C8B03914D1BD4B17C0B4B0A 1D7323A1D94CB4AA51FAE67711AE2557
T null 117 null 1353821346 null -4193344850211129545 3999048639864668602 0.558423961 0.529108785 448361.485 0681C1D2C0BA8E14BD14BEED92EF2E7E 122BFBDB3C66CE77D08632304555E36B
F T 133 157 -2126153676 706402646 -6874020273042166565 null 0.215383995 null 263413.454 FF7E4FDBACEAD91E2D20C052AF31D63D null
T F 214 141 -1411154530 -1156260340 -2702832518659114783 null 0.50894702 null -20318.2989 D0087D55712E22E31EF08B186D28BE6D null
F F 62 null -978345124 null -5941654127324614191 -7879187449804905129 0.717168372 0.726889462 411214.445 D2D724B278D67419AD4CE3A21224DB3B null
F null 206 null 372530671 null 1389009654995931481 -8691698587384793708 0.382890712 null 612551.937 C4720D76E1BF8626BC6228B77B7EAFD2 2B450758CB27079F469166BCCEA216EE
T null 2 202 -69045292 1399150440 -8041065762771417807 null 0.52877374 null -77979.3212 06356FAB9DE10691DCA68F8B528119F0 9993A917CB7FB9FC8ED2A7198A3816E9
F F 20 null 402554723 319409628 -335108196658271612 null 0.768503414 null 464373.34 23357E22C7FA59CC7CA77F020EA9B10C null
F null 181 166 -1955923347 1517994293 7811669075477769864 -9033591761395393029 0.583407496 0.583365495 357227.36 88B2440B18E121AF09886A7C2AB077A1 B5DD81245029C19F7886A3A52C73D57A
F T 234 198 180351604 -659646315 8495467871674332551 null 0.187654584 0.481522279 318937.678 39663E04E1B7DD472387938E41390838 AB15E59CC5C17364C610C0FD98F124C7
F null 205 93 1332693737 null 8871324448364007665 null 0.0506403695 null 813474.973 D3BA69AC9BBBD99C25BAF04A46C8F4D2 254CE01E66254A400ADE5F9CB3C0AE9B
T T 47 null -1943231806 null 8407043236739029201 -6560609203036446559 0.219456088 0.00202558824 44082.561 E5D8BCAFA4474B8832CC472AD556ED74 388F49F4C81B654D263C86E5C5EB83E0
F null 169 19 -779971192 -1488440355 -1592738276382126799 null 0.611178556 null 98220.299 DF869FE1CDE62169655BFA4871A6241F D233B3641214D2A206CDDDE43A038BD4
T F 175 null 901617480 1011738743 -1524079596432735279 null 0.318612978 null 389163.563 35F2A9D09CB225315393AF83B0CD4B3A null
T F 117 232 708200818 152668149 5963152158643358925 null 0.157763415 null 885435.485 363768AE6E0B2DCFC666B6D9CCE6C8FE F77256DD39EAFD5756DA559067B0DAD4
T T 135 null 1413192896 -1937116064 2487657405915848498 -669586966705524575 0.719582286 null 841878.72 544A2F68EE9E00152A07EED24644318C null
T null 96 null 747835650 null 3849990193813866969 -201072984168193130 0.649218154 null 450331.236 D793399CA7A4BA59C0DA99D86B470143 B0C706CCC22DFE072D77B73476EE2D8B
T null 149 null -1718574555 -1277603835 4819804689798820410 -2926295958114657470 0.643901304 null 693852.053 C5E1F762DB041903CE213515F403BE4B 2805441E49F506A61B14ACC5E181624B
F null 16 50 707391907 null 766880282151008984 -448336520200545103 0.106010441 null 447688.969 34B1E5AD90CF2F3FDC38DB9FD4E65829 null
F F 238 220 -1280123271 -1636132618 6821639792628973265 3387918202804033473 0.602941019 0.967438646 743056.31 E52CA88430491298909E7B2D18AE5E20 F460E1310A26A374ABAECFBEABE98000
F null 140 null -514146884 null -5664163160459016411 null 0.565319736 0.468769779 267251.559 A6484C5467D963BDB9F6D8675BDD2052 05F38BE132AF8824B0EF72E00A089322
F null 115 null -1149732209 null 3044966841442259180 -6619745127165431304 0.559320867 0.0804821108 581706.613 BD51FA261FFBCE84C0C2B7AEAC722F7B 016E663082C3A7211FD40D5F4DFC291C
T F 58 null 928373387 858701135 -4040307357124062617 null 0.412526564 0.342472203 784419.329 1F760A4C32917B5067995F11D95DACE0 D986D78210A329209D3F0F19C8E3A5FC
F null 106 null -2117931441 173898466 1588973582135773579 null 0.131585427 0.699892139 785628.521 A28C681161A3D8984BB257B22945C4BE BCA5C5E382230258C83D6A74ED439F8A
F null 59 53 -2091833481 null -2087349643114123029 -3218482912095258512 0.0215119899 null 846740.3 1DB0D22EC983EE315CC0C183F5291EF5 null
F F 6 null -1652089981 null 3115959955324092729 -2965507056322961514 0.541001587 0.964897054 688646.943 A36C49E536F3A846BACFE53DC6E50D10 F03FDFBE6710777DB5C2951968E500B8
F T 115 166 972015305 null -3821427617713509511 null 0.704059391 0.795573138 424560.024 8C1CF5555D39B2465289BC847D674F26 null
T null 251 null 2090815997 null 5756438919417274541 null 0.562726732 0.346280698 -43136.7263 7F6499912EC524F972A8A54BC436327B null
T F 60 null 1613522018 410959653 -6356750543784633416 -1923983911222699450 0.370418012 null -9438.2573 CFEF5D3DE60B8EE1C4A2394949B6B6FC null
F null 239 null 487134699 -1553682709 4370356058674116276 null 0.0110786252 null 653073.357 8E512CC6AF337CD991F86C980D01EB73 null
F null 239 209 784325931 null 2291175949376216639 -981527660962097635 0.140155719 null 701429.441 047469578C0545EA254AB4794C565C4D CFA559AEC7E214FBC45F3BE3C173DBB4
F F 197 106 -156589750 null -6671568580674266157 -7307061004704631020 0.0123112587 0.631798987 209266.97 D20B104572469D8854612CB9E5ABCF8E null
T null 9 null -1708901706 -817563437 728765014335582623 -8898631560055999518 0.00414404573 0.304496302 286256.879 3EC122D4DF247CB7EAEA3FBDEDB6DD5A null
F T 42 46 1896183981 null -1478780730802404285 9067129677549983192 0.0444682325 0.517884901 249357.745 C2D92DA8604BBD6EFA83D65747D6D9A5 444E88036C602A5428B6D910D9C27084
F F 152 null -1463235786 -761183913 8370676581405594173 null 0.662464321 0.214896373 35025.0874 02D12A7C0FEA18D223493DF185ACBD84 07E6C9E8C32EA7FCC12331A0D9BA0E9D
T null 50 72 -2003235882 null 7477727179072604696 -819844871625940258 0.276351971 null 344797.632 DC3568E78FC4353EDA2F459703C85388 null
F null 10 178 -1956469459 -778692899 -5680301736229399281 3621839252372177312 0.61904231 0.054692647 470439.864 6F22CE2F72F3A0BC190C035FB72C9F59 null
F F 221 null 371095438 null -4612138057103283933 4986719208207455914 0.77131678 null 205201.469 1E9B552054090E7BF6DAC670D3E836B0 null
F T 159 103 -1854998947 1694042293 2476983658172714518 2956008305067004651 0.33146161 null 360831.192 100E66C05660B655F614CA77A057A3FA DB9CB179391677A73513CD6AF74BD854
F null 127 null -1453198942 null 3803271149038828316 7846444746025677050 0.379655534 0.78703943 364848.654 30AA9BB425A2E084C38428D35C592EBF B02EEC6B76BD54B5932240509989D4CD
T F 169 null -1472631955 null 3922439568868540362 3689426490745797225 0.526931206 null 756364.701 129912655CED11DB8895731AF77AF853 null
T T 70 null -377739015 171573290 -5153342518235707928 586962331943625768 0.00732994366 0.194359337 300993.7 591D59DA23502417BBD171517EF285F7 CE0FC6D9155A449069619302851E9F36
T null 111 3 -1654087630 340253218 9069713502081468246 null 0.842080642 0.461955653 832846.456 1ECD5B13342AE92A542BC0E6B7E9D5B9 null
T null 253 228 1696125780 null 7953675268133215521 null 0.182877629 0.113865948 190088.128 9F3BE6F7820AC0ABCA71E1551CAE319F 14B4206540CF6077DD84B30C7DC27ABC
F F 13 58 -232213151 238588816 4589663882633620673 -1320987427758710312 0.225988645 null 609483.51 FFE7151A0ED2EBD97FD8341336C4F61A EE3A2813B50F522AC4EB3B7069668084
F null 206 null 2086886968 1439116242 -8920021211438240164 null 0.90069979 null 649227.832 5B767127F37FE97A89BC439D90805EF7 300ED57D663064302A57A3977D3F328E
F null 147 null -122449987 1694959901 6549759063847998354 -3570805433244905231 0.574761302 0.495869621 -61083.0236 0FB5E949E46A883BE4B596F5B6F47BF1 null
F null 135 140 713056111 1425825710 5716515324411306628 2143826958876328909 0.562169049 null 706522.441 C336088B9C55350394C13D5F48A0D3E2 null
F null 112 193 460923025 1055426075 1529527913779135247 -1652201849191553818 0.0840195274 0.706834608 613893.609 9AF30F3D73368323A52DC64C95E0850B 8EFEAAF43CC1FBD62DF58A50CD00A34C
T T 45 31 1856031196 null -7065085927621678125 null 0.630056374 0.346586071 482187.473 756596DFB5CC09058E14F83008B81F74 E01426302CAE2E3E441FC3E944F1FCAC
T T 100 null -1757628996 -288045271 -7609807870118286113 7364058260582294952 0.46334351 null 758587.493 A4F5B8765959DDCDF9566E5484376073 null
T F 142 16 -1401423421 null 6329809370727710082 6454196779368619846 0.304793218 null 852255.188 598612DA046177D343986A81A5875525 null
F null 37 45 1806207657 -894165893 -2310505168594061477 -2995218120413454966 0.247278846 0.086313778 238080.707 6240935309FA2CCE00732804626C0EEB null
T T 29 232 530860688 null 1692442291283815074 null 0.965898679 null 234241.016 70FF2C0F4BC4E58269C026E0F351CFEC D6482B20D0E703730351044A2937DCF7
F T 203 92 1745277552 -1337617949 -272869442461666455 8898284897559085168 0.655998486 0.126991107 215475.321 00853FA80405E20A5A77CEA20894FB13 B570251DF9BE64E8C9E64E7BB16BA5D5
F null 154 null -1890926879 -1423171686 1346527447922934690 null 0.296450908 0.646551809 11001.9126 95137BDF5E0C417C0E14785FAC7D5D1A 8E9F01A5589162C46DAA008CF84EE933
F null 237 202 7933869 1940319855 -5399635786033913382 null 0.115720413 null 771812.809 F034584CB720DEDBC6AA4190EF2B8F2E null
F null 5 null -946452401 null 3692677999956547186 null 0.835128258 0.344020461 160558.066 4F51EA56D2A828F5B5599517DC66AAA3 null
F null 249 null 1793040304 null -4979393355083067345 null 0.42646791 null 49598.6922 189113005F56F3E4053DDA940C404567 F1ED535C827910D625F3247517132CEC
T null 52 22 1789831346 1022498814 -4309772613806090893 null 0.830004982 null 389849.498 97E4747A2B555A5090B3FAAF52A054B6 8A3FF37FA623DB74450ED5D1B9B972D5
F null 223 null -1437979302 -819211887 -3123438061713543898 null 0.0891804998 null 650550.959 C15259EBC205998DFD02634CFAEBF884 null
T F 82 154 -106339594 null -5142010779024816567 -5684159550135441372 0.220406117 null -42685.8525 613DBA94FD4947FFD7FBE0AD67393C39 null
T F 108 null -588961959 null -7183214575325705991 null 0.775034537 0.512180695 508079.639 8C31B8388591E5E99D8150E7EA25E4FF null
F null 54 224 -358462444 1919484927 7874308861645797599 -7474962623013051109 0.521359211 null 236845.262 DF295D98677F44CD8B31D9E585A6E0CD 51092A67FD598FB42990BF1AD1355392
F null 160 null 2103243547 -1220785743 -8636907230735311979 null 0.737893242 0.434199236 326015.788 5CCFEDBAA7D7B9E354E5CE64675B4695 7879F72921957CC9A4541623698A543C
T F 43 228 -1883250479 -1412117358 6276850194248992196 9045796933348229545 0.556019716 null 659280.253 13A74CEE17792984B16C2DCD4EBA23C4 23F480D6AEBAFA452B656F74C1AFD849
T F 152 null -1719239497 null -6655246781081039585 null 0.848354751 0.213110281 206495.399 F617CCFFDD0D30AAB70D74A28E7B2FAB null
F T 42 255 -1578847165 null 8930097076796821060 -8952286630899034075 0.106269698 null -89365.6922 53771D7326CA0F1F47DE50D3A8747875 E44625D3065D61167F8E6C2E07EBB127
T F 70 null 1767015650 null 507081528830143696 null 0.278178741 null 207965.477 996FA38EED9ED427E8812B6CB3681599 null
F null 140 7 100232016 null -4771541256994211642 -3194451808100026234 0.563425273 null 644958.789 309A5DAA3A40B55F1457C91F324ACB71 21890B23E39F229FFDFC0481E1C86036
T T 57 null 1073839834 965435222 -4218681360905697118 null 0.513317583 null 785017.563 1E1A5B211303366693F98D7A8F5CD5DA 0929CE7575860BFB04E6A63BF56D5D3C
T null 102 null -1875461498 -216766831 8470335862495044572 -7685130385031832636 0.164068916 0.50659195 136067.062 E518FB75CE1843BD53D0C27187F0CD82 null
T null 186 95 -1691450267 null 766641813283123178 null 0.66768533 0.893888621 213020.972 885D69E0DC3D279FB5DB45BBFDB35A4C C2A749F6F5E03838365840CFDBE063FD
# Extent, type='complex test type'
bool null_bool byte null_byte int32 null_int32 int64 null_int64 double null_double base_double variable32 null_variable32
F T 202 null -13916504 -1418070607 4322504171594209900 277182210721517760 0.937130124 null 492265.384 91D8D19FCAB2BE348D0767AC36B749EC A18FE7133BB2B1080C69A1F5532A30ED
F T 139 null -2057548001 -219515308 1951301178928951779 -4856319708513161550 0.0879803902 0.87092301 716564.632 B97DF85B40B91A38F002CB28D9DB1B37 B448C33C9001705E36FDA9F32F01E65E
T F 67 null 431072794 158524758 2460640745107252188 -8188552394231387757 0.631361727 0.823412111 680603.272 FF7A5CD090F2756815A651F8FD2986EB CE21542D469EF4DA4DA65297DF365824
T null 166 3 -1803353903 null -4448575569696188712 null 0.585043268 null 800890.628 4FBC63AD4C4C883D832B3C4EF89E12C3 C423BA9BF31A8F76BA5C82B172A11D51
F T 189 186 937173076 -1803335960 -1858299330700151974 3215339763012123728 0.15515616 null 360211.481 2F6CE108CC1768FDCC8385F8CEEF463F null
